m, seta0t10.0
-1.0, 7.574220951971834e-5
-0.8, 8.567396074949776e-5
-0.6, 9.791678793626576e-5
-0.4, 0.0001133554541748563
-0.2, 0.0001334118878077967
-0.1, 0.00014586801131392027
-0.01, 0.0001589219708192958
0.01, 0.00016699173125766132
0.05, 0.00017383385776578166
0.055, 0.000174722352548359
0.06, 0.0001756185112194481
0.065, 0.0001765224202303347
0.07, 0.00017743416697034998
0.075, 0.00017835383977125358
0.08, 0.00017928152791148915
0.085, 0.000180217321620392
0.09, 0.00018116131208227828
0.095, 0.00018211359144045035
0.1, 0.00018307425280113588
0.105, 0.00018404339023733265
0.11, 0.00018502109879258222
0.115, 0.00018600747448469773
0.12, 0.0001870026143093812
0.125, 0.00018800661624381317
0.13, 0.00018901957925020663
0.135, 0.00019004160327925091
0.14, 0.0001910727892735719
0.15, 0.00019316305590854892
0.16, 0.0001952912066631219
0.17, 0.00019745808513082735
0.18, 0.00019966455109653793
0.19, 0.00020191148064214093
0.2, 0.00020419976625298802
0.21, 0.00020653031692590638
0.22, 0.00020890405827960612
0.23, 0.0002113219326683794
0.24, 0.00021378489929982375
0.25, 0.00021629393435751537
0.26, 0.00021885003112934542
0.27, 0.00022145420014247423
0.28, 0.0002241074693055079
0.29, 0.00022681088405893514
0.3, 0.0002295655075344366
0.31, 0.00023237242072404464
0.32, 0.00023523272265986295
0.33, 0.00023814753060534072
0.34, 0.00024111798025893284
0.35, 0.00024414522597106844
0.36, 0.0002472304409755568
0.37, 0.00025037481763639456
0.38, 0.00025357956771116186
0.39, 0.0002568459226323093
0.4, 0.00026017513380762646
0.41, 0.0002635684729414182
0.42, 0.00026702723237792146
0.43, 0.00027055272546881883
0.44, 0.00027414628696660365
0.45, 0.0002778092734459899
0.46, 0.0002815430637554294
0.47, 0.00028534905950126644
0.48, 0.0002892286855669697
0.49, 0.0002931833906701436
0.5, 0.000297214647960223
0.51, 0.00030132395565971053
0.52, 0.00030551283775209743
0.53, 0.00030978284471945604
0.54, 0.0003141355543328757
0.55, 0.0003185725724987244
0.56, 0.0003230955341636954
0.57, 0.000327706104281271
0.58, 0.00033240597884209
0.59, 0.0003371968859702924
0.6, 0.0003420805870873872
0.61, 0.0003470588781447746
0.62, 0.0003521335909253944
0.63, 0.0003573065944142607
0.64, 0.0003625797962369924
0.65, 0.0003679551441647046
0.66, 0.0003734346276827376
0.67, 0.0003790202796203172
0.68, 0.00038471417783717877
0.69, 0.00039051844696289504
0.7, 0.00039643526018426757
0.71, 0.00040246684107566444
0.72, 0.0004086154654671457
0.73, 0.0004148834633456183
0.74, 0.00042127322078420814
0.75, 0.00042778718189586263
0.76, 0.00043442785080792724
0.77, 0.0004411977936554181
0.78, 0.0004480996405919545
0.79, 0.0004551360878185856
0.8, 0.00046230989963221616
0.81, 0.0004696239104970781
0.82, 0.0004770810271438496
0.83, 0.0004846842307030803
0.84, 0.0004924365788805405
0.85, 0.0005003412081841821
0.86, 0.0005084013362128257
0.87, 0.0005166202640184726
0.88, 0.0005250013785547568
0.89, 0.0005335481552246121
0.9, 0.0005422641605410506
0.91, 0.000551153054914972
0.92, 0.0005602185955841183
0.93, 0.0005694646396973071
0.94, 0.0005788951475679963
0.95, 0.0005885141861104947
0.96, 0.0005983259324726369
0.97, 0.000608334677877445
0.98, 0.0006185448316869222
0.99, 0.0006289609257003053
1.0, 0.0006395876186990604
1.01, 0.0006504297012515728
1.02, 0.0006614921007900718
1.03, 0.0006727798869735552
1.04, 0.0006842982773513122
1.05, 0.0006960526433431198
1.06, 0.0007080485165541782
1.07, 0.0007202915954455647
1.08, 0.0007327877523842261
1.09, 0.0007455430411006457
1.1, 0.0007585637045875107
1.11, 0.0007718561834789832
1.12, 0.0007854271249573393
1.13, 0.0007992833922431213
1.14, 0.0008134320747351846
1.15, 0.0008278804988796122
1.16, 0.0008426362398611211
1.17, 0.0008577071342276873
1.18, 0.0008731012935786603
1.19, 0.0008888271194697339
1.2, 0.0009048933197139941
